run_id,index_in_run,step,type_id,moved,reason,row,col,like_neighbors,unlike_neighbors,share_same,experiment,scenario,type_label
0,1,0,0,False,chose_to_stay,4,1,2,2,0.5,llm_01_20250804_205533,01,group 0
0,2,0,0,False,chose_to_stay,9,0,1,2,0.3333333333333333,llm_01_20250804_205533,01,group 0
0,3,0,1,False,chose_to_stay,1,8,4,2,0.6666666666666666,llm_01_20250804_205533,01,group 1
0,4,0,1,False,chose_to_stay,2,9,2,2,0.5,llm_01_20250804_205533,01,group 1
0,5,0,0,False,chose_to_stay,6,9,1,4,0.2,llm_01_20250804_205533,01,group 0
0,6,0,0,False,chose_to_stay,6,5,2,4,0.3333333333333333,llm_01_20250804_205533,01,group 0
0,7,0,1,False,chose_to_stay,4,6,5,3,0.625,llm_01_20250804_205533,01,group 1
0,8,0,1,False,chose_to_stay,5,6,3,4,0.42857142857142855,llm_01_20250804_205533,01,group 1
0,9,0,0,False,chose_to_stay,0,5,2,1,0.6666666666666666,llm_01_20250804_205533,01,group 0
0,10,0,0,False,chose_to_stay,9,4,4,0,1.0,llm_01_20250804_205533,01,group 0
0,11,0,1,False,chose_to_stay,7,4,2,6,0.25,llm_01_20250804_205533,01,group 1
0,12,0,1,False,chose_to_stay,0,3,1,2,0.3333333333333333,llm_01_20250804_205533,01,group 1
0,13,0,1,False,chose_to_stay,7,8,2,6,0.25,llm_01_20250804_205533,01,group 1
0,14,0,0,False,chose_to_stay,7,5,4,2,0.6666666666666666,llm_01_20250804_205533,01,group 0
0,15,0,0,False,chose_to_stay,8,3,2,3,0.4,llm_01_20250804_205533,01,group 0
0,16,0,0,False,chose_to_stay,8,7,3,3,0.5,llm_01_20250804_205533,01,group 0
0,17,0,1,False,chose_to_stay,2,1,1,3,0.25,llm_01_20250804_205533,01,group 1
0,18,0,0,False,chose_to_stay,7,9,2,3,0.4,llm_01_20250804_205533,01,group 0
0,19,0,0,False,chose_to_stay,0,6,2,1,0.6666666666666666,llm_01_20250804_205533,01,group 0
0,20,0,1,False,chose_to_stay,3,4,5,3,0.625,llm_01_20250804_205533,01,group 1
0,21,0,0,False,chose_to_stay,9,5,5,0,1.0,llm_01_20250804_205533,01,group 0
0,22,0,0,False,chose_to_stay,3,9,2,3,0.4,llm_01_20250804_205533,01,group 0
0,23,0,1,False,chose_to_stay,6,4,3,5,0.375,llm_01_20250804_205533,01,group 1
0,24,0,0,False,chose_to_stay,0,4,1,1,0.5,llm_01_20250804_205533,01,group 0
0,25,0,1,False,chose_to_stay,7,1,2,3,0.4,llm_01_20250804_205533,01,group 1
0,26,0,1,False,chose_to_stay,4,0,0,2,0.0,llm_01_20250804_205533,01,group 1
0,27,0,0,False,chose_to_stay,1,7,2,5,0.2857142857142857,llm_01_20250804_205533,01,group 0
0,28,0,0,False,chose_to_stay,6,2,2,4,0.3333333333333333,llm_01_20250804_205533,01,group 0
