metric,hi,lo,gap,se_gap,gap_over_se,se_paired,floor,s_obs,flip_frac,class,tie_reason,w_pair
clusters,political_liberal_conservative,green_yellow,3.4335000000000004,0.03419816846663937,100.400113630337,True,2.55,0.0,0.0,CERTIFIED,,
clusters,green_yellow,ethnic_asian_hispanic,4.911999999999999,0.046987513050152634,104.53841204060156,True,2.55,0.0,0.0,CERTIFIED,,
clusters,ethnic_asian_hispanic,baseline,1.7144000000000013,0.05537698009997023,30.95871239105223,True,2.55,0.0,0.0,FLOOR-TIE,gap below floor,
clusters,baseline,race_white_black,2.3635,0.05999397221946774,39.39562446963724,True,2.55,0.0,0.0,FLOOR-TIE,gap below floor,
clusters,race_white_black,income_high_low,19.6202,0.0751756631765454,260.99137900417554,True,2.55,0.0,0.0,CERTIFIED,,
switch_rate,political_liberal_conservative,green_yellow,0.007600803714444354,0.00023493646967502163,32.35259185156841,True,0.00598,0.0,0.0,CERTIFIED,,
switch_rate,green_yellow,baseline,0.035555841791855905,0.00028876827419832096,123.12932191240918,True,0.00598,0.0,0.0,CERTIFIED,,
switch_rate,baseline,ethnic_asian_hispanic,0.10511440754691129,0.0004183871437092975,251.23718337757185,True,0.00598,0.0,0.0,CERTIFIED,,
switch_rate,ethnic_asian_hispanic,race_white_black,0.031701975469543925,0.0004895157825591288,64.76190676388383,True,0.00598,0.0,0.0,CERTIFIED,,
switch_rate,race_white_black,income_high_low,0.06559495077765759,0.0005003505932807393,131.09797741531455,True,0.00598,0.0,0.0,CERTIFIED,,
distance,political_liberal_conservative,green_yellow,0.1455071874999998,0.010503716813918464,13.852923691467804,True,0.008,0.0,0.0,CERTIFIED,,
distance,green_yellow,baseline,0.9321681250000005,0.009177018073040243,101.57636364893675,True,0.008,0.0,0.0,CERTIFIED,,
distance,baseline,ethnic_asian_hispanic,0.6323818749999996,0.007591123917564455,83.30543432926778,True,0.008,0.0,0.0,CERTIFIED,,
distance,ethnic_asian_hispanic,race_white_black,0.4520875000000002,0.006046867958028783,74.7639113567441,True,0.008,0.0,0.0,CERTIFIED,,
distance,race_white_black,income_high_low,0.7431037500000002,0.004060827617624609,182.99317773914288,True,0.008,0.0,0.0,CERTIFIED,,
mix_deviation,political_liberal_conservative,green_yellow,0.002242499227640471,0.00014081986281616818,15.924594604725032,True,0.00301,0.0,0.0,FLOOR-TIE,gap below floor,
mix_deviation,green_yellow,baseline,0.01999764567753254,0.00016592948327713323,120.51894143569854,True,0.00301,0.0,0.0,CERTIFIED,,
mix_deviation,baseline,ethnic_asian_hispanic,0.05245456859288883,0.00023826961047493332,220.14795965097366,True,0.00301,0.0,0.0,CERTIFIED,,
mix_deviation,ethnic_asian_hispanic,race_white_black,0.017636954460562626,0.0002787519845631004,63.27113504933699,True,0.00301,0.0,0.0,CERTIFIED,,
mix_deviation,race_white_black,income_high_low,0.04771960380220497,0.0002968546899900461,160.75071545544748,True,0.00301,0.0,0.0,CERTIFIED,,
share,political_liberal_conservative,green_yellow,0.009873640077313617,0.00018296695772295645,53.964061053384356,True,0.00484,0.0,0.0,CERTIFIED,,
share,green_yellow,baseline,0.03327270371518165,0.00024793694000835575,134.1982510313321,True,0.00484,0.0,0.0,CERTIFIED,,
share,baseline,ethnic_asian_hispanic,0.06038464095154472,0.00031610591614972093,191.0266080655828,True,0.00484,0.0,0.0,CERTIFIED,,
share,ethnic_asian_hispanic,race_white_black,0.03395711793287348,0.00035558473418538695,95.49655727112759,True,0.00484,0.0,0.0,CERTIFIED,,
share,race_white_black,income_high_low,0.08018303728702014,0.00039199286728333735,204.55228648092427,True,0.00484,0.0,0.0,CERTIFIED,,
ghetto_rate,political_liberal_conservative,green_yellow,9.101800000000026,0.18976349673862317,47.963913800221974,True,1.19,0.0,0.0,CERTIFIED,,
ghetto_rate,green_yellow,baseline,31.371399999999966,0.23907572424692647,131.2195125574456,True,1.19,0.0,0.0,CERTIFIED,,
ghetto_rate,baseline,ethnic_asian_hispanic,40.88750000000002,0.2800122230537552,146.02041137379442,True,1.19,0.0,0.0,CERTIFIED,,
ghetto_rate,ethnic_asian_hispanic,race_white_black,26.564899999999994,0.28940372190147284,91.79183952943073,True,1.19,0.0,0.0,CERTIFIED,,
ghetto_rate,race_white_black,income_high_low,63.459199999999996,0.2839330472726508,223.5005773704897,True,1.19,0.0,0.0,CERTIFIED,,
dissimilarity_index,green_yellow,political_liberal_conservative,0.0027412499999998063,0.0010846120876524556,2.5274012996969204,True,0.01,0.0,0.0,FLOOR-TIE,gap below floor,
dissimilarity_index,political_liberal_conservative,baseline,0.016613750000000094,0.0010277759944137725,16.164757778251396,True,0.01,0.0,0.0,CERTIFIED,,
dissimilarity_index,baseline,ethnic_asian_hispanic,0.11773500000000003,0.001120735286433967,105.05156875591685,True,0.01,0.0,0.0,CERTIFIED,,
dissimilarity_index,ethnic_asian_hispanic,race_white_black,0.029631875000000085,0.0012685946174817975,23.358033048272222,True,0.01,0.0,0.0,CERTIFIED,,
dissimilarity_index,race_white_black,income_high_low,0.1126875,0.0012308477827300277,91.55275053594235,True,0.01,0.0,0.0,CERTIFIED,,
